#10000,100,,,,,,,,,,,,,,,,,,,
Index,AccelX_H,AccelX_L,AccelY_H,AccelY_L,AccelZ_H,AccelZ_L,GyroX_H,GyroX_L,GyroY_H,GyroY_L,GyroZ_H,GyroZ_L,MagX_H,MagX_L,MagY_H,MagY_L,MagZ_H,MagZ_L,Temp_H,Temp_L
4904,1,DE,F8,89,FF,59,FA,4C,FF,C8,2,8F,0,0,0,0,0,0,E,10
4905,1,98,F7,E2,FF,78,FA,C4,FE,F5,2,62,0,0,0,0,0,0,D,A0
4906,1,B2,F7,DE,FE,E9,FB,3,FE,E5,2,14,0,0,0,0,0,0,D,D0
4907,1,CC,F8,8,FE,B3,FB,8B,FF,42,1,A4,0,0,0,0,0,0,D,C0
4908,1,E0,F8,D,FE,3D,FB,C0,0,35,1,8B,0,0,0,0,0,0,D,A0
4909,1,C3,F8,83,FD,F9,FB,2C,1,11,2,0,0,0,0,0,0,0,E,0
4910,1,71,F8,1B,FE,5,FB,2E,0,E7,1,EE,0,0,0,0,0,0,E,10
4911,1,8,F7,AC,FE,38,FB,91,FF,EC,1,83,0,0,0,0,0,0,D,E0
4912,1,1F,F7,EC,FD,EA,FB,47,FF,7B,1,9D,0,0,0,0,0,0,E,20
4913,1,5A,F8,50,FD,92,FA,D5,FF,7D,1,DE,0,0,0,0,0,0,D,D0
4914,1,38,F8,6D,FD,79,FB,60,FF,AF,1,F,0,0,0,0,0,0,E,0
4915,1,1B,F8,64,FC,C9,FC,C3,FF,D0,0,47,0,0,0,0,0,0,E,10
4916,1,38,F8,33,FD,4D,FD,17,0,2,0,2E,0,0,0,0,0,0,D,A0
4917,0,FB,F8,68,FD,50,FD,4,FF,8A,0,6F,0,0,0,0,0,0,E,0
4918,1,18,F9,E,FB,E3,FC,2F,FE,B9,1,51,0,0,0,0,0,0,E,0
4919,0,FA,F8,64,FB,F1,FB,6C,FF,EA,2,F,0,0,0,0,0,0,E,10
4920,1,43,F8,78,FC,8D,FB,7A,0,ED,1,CE,0,0,0,0,0,0,E,10
4921,0,EA,F9,5,FD,36,FB,2D,1,29,1,96,0,0,0,0,0,0,D,E0
4922,0,99,F8,69,FC,BC,FC,29,0,76,1,66,0,0,0,0,0,0,E,0
4923,0,A5,F8,7D,FB,F5,FE,99,FF,79,0,6A,0,0,0,0,0,0,E,10
4924,0,AA,F9,7,FB,E3,FF,A9,FF,22,FF,F2,0,0,0,0,0,0,E,0
4925,0,A5,F8,C9,FC,54,FF,A7,FE,EF,0,17,0,0,0,0,0,0,D,C0
4926,1,1C,F8,AB,FC,62,FF,50,FE,9A,0,35,0,0,0,0,0,0,E,0
4927,0,C9,F8,E5,FC,DD,FE,B2,FE,3D,0,3B,0,0,0,0,0,0,D,D0
4928,0,63,F9,4D,FC,4C,FD,A9,FD,7F,0,9D,0,0,0,0,0,0,D,D0
4929,0,59,F8,A0,FB,A6,FE,9,FD,13,0,8A,0,0,0,0,0,0,D,E0
4930,0,6C,F8,77,FB,28,FF,C9,FD,39,0,1,0,0,0,0,0,0,E,10
4931,0,7D,F8,1,FB,8,1,A5,FD,A5,FF,36,0,0,0,0,0,0,E,0
4932,0,AE,F8,C7,FB,29,0,C2,FE,3D,FF,32,0,0,0,0,0,0,E,10
4933,0,72,F9,44,FB,32,FE,BD,FE,CE,FF,B7,0,0,0,0,0,0,D,C0
4934,0,6F,F9,5D,FB,37,FD,77,FF,16,0,3B,0,0,0,0,0,0,E,20
4935,0,A5,F9,77,FB,5F,FD,0,FF,50,0,70,0,0,0,0,0,0,E,40
4936,0,16,F9,34,FB,43,FD,2B,FF,5C,0,7B,0,0,0,0,0,0,E,10
4937,0,4E,F9,41,FB,26,FF,27,FE,FF,FF,D7,0,0,0,0,0,0,D,E0
4938,0,6E,F9,87,FB,48,FF,69,FF,24,FF,D9,0,0,0,0,0,0,D,60
4939,0,5D,F9,D7,FB,56,FE,CF,FF,7F,0,19,0,0,0,0,0,0,D,D0
4940,0,15,F9,C6,FB,31,FE,6D,FF,66,0,A9,0,0,0,0,0,0,E,10
4941,0,33,F9,6B,FB,11,FE,39,FF,52,0,CA,0,0,0,0,0,0,D,D0
4942,0,82,F9,53,FB,14,FD,AA,FF,C0,0,D8,0,0,0,0,0,0,E,0
4943,0,33,F9,4C,FB,55,FD,28,FF,E9,0,CC,0,0,0,0,0,0,D,90
4944,FF,EC,F9,71,FB,3C,FD,95,FF,7C,0,9A,0,0,0,0,0,0,E,0
4945,FF,E0,F9,6D,FB,14,FE,78,FF,1A,0,D,0,0,0,0,0,0,E,10
4946,FF,EE,F9,99,FA,D9,FF,91,FF,11,FF,C0,0,0,0,0,0,0,E,10
4947,0,11,FA,10,FA,AB,FF,96,FF,63,0,3A,0,0,0,0,0,0,D,E0
4948,0,1A,FA,1B,FA,99,FF,12,FF,CB,0,D2,0,0,0,0,0,0,D,A0
4949,0,21,F9,95,FA,9C,FE,BD,0,0,0,DD,0,0,0,0,0,0,E,10
4950,0,1D,F9,CC,FA,A1,FD,E6,0,3B,1,1D,0,0,0,0,0,0,D,E0
4951,0,D,F9,81,FA,AD,FE,7B,0,25,0,DC,0,0,0,0,0,0,D,E0
4952,0,6,F8,D6,FA,89,FF,C8,0,0,0,12,0,0,0,0,0,0,E,10
4953,0,25,F9,B3,FA,83,FF,79,0,3F,0,2B,0,0,0,0,0,0,D,C0
4954,0,7,F9,DE,FA,7D,FF,50,0,85,0,6B,0,0,0,0,0,0,E,0
4955,0,8,F9,C6,FA,87,FF,4C,0,9B,0,79,0,0,0,0,0,0,E,10
4956,0,1,F9,EF,FA,9D,FF,11,0,A5,0,B6,0,0,0,0,0,0,D,C0
4957,0,B,F9,AC,FA,A0,FE,E0,0,B8,0,DB,0,0,0,0,0,0,E,10
4958,0,30,F9,46,FA,E0,FE,E7,0,A1,0,9E,0,0,0,0,0,0,E,20
4959,FF,DC,F9,3E,FA,C3,FF,D0,0,23,0,A,0,0,0,0,0,0,E,0
4960,0,A,F8,89,FA,E2,1,75,FF,4D,FE,CA,0,0,0,0,0,0,E,10
4961,FF,C8,F9,B2,FB,93,0,47,FE,34,FE,D7,0,0,0,0,0,0,D,A0
4962,0,36,FB,14,FA,81,FE,27,FF,2D,0,73,0,0,0,0,0,0,E,10
4963,FF,E5,FD,1A,FD,B7,FD,EF,FD,4E,2,1,0,0,0,0,0,0,E,20
4964,0,54,FC,1,F9,A,FE,57,FD,1E,1,B9,0,0,0,0,0,0,E,10
4965,FF,23,FB,23,FB,9C,FE,8B,FE,C8,2,71,0,0,0,0,0,0,E,10
4966,FF,B5,FB,45,FB,B3,FD,53,FC,D6,2,FE,0,0,0,0,0,0,D,E0
4967,FF,8F,FB,F,FA,55,FB,D4,FC,13,3,C2,0,0,0,0,0,0,D,D0
4968,FE,FE,FA,1E,F9,B9,FB,D5,FC,53,3,88,0,0,0,0,0,0,D,E0
4969,FF,24,FA,55,F9,7D,FC,50,FC,AD,2,81,0,0,0,0,0,0,D,E0
4970,FE,ED,FA,8E,FA,28,FB,F7,FD,11,1,2E,0,0,0,0,0,0,D,E0
4971,FF,5A,FB,34,FA,40,FB,15,FC,E6,0,E1,0,0,0,0,0,0,D,A0
4972,FE,9E,FB,E1,F9,BB,F9,EF,FC,EE,3,6C,0,0,0,0,0,0,D,E0
4973,FE,27,FC,9,F9,77,F8,55,FD,19,6,9C,0,0,0,0,0,0,D,E0
4974,FD,42,FB,39,F9,71,F8,DF,FA,F9,6,E3,0,0,0,0,0,0,E,20
4975,FD,46,FB,41,F9,7,F9,8D,FA,9E,5,63,0,0,0,0,0,0,E,10
4976,FE,B,FB,7E,F8,96,F9,E5,FB,1C,4,79,0,0,0,0,0,0,E,10
4977,FD,7C,FC,13,F8,B4,FA,53,FC,CB,2,B2,0,0,0,0,0,0,D,E0
4978,FB,FA,FC,5A,F8,B8,FA,6C,FD,BA,1,F1,0,0,0,0,0,0,E,20
4979,FD,49,FB,C0,F8,BA,FA,A8,FD,4D,1,C3,0,0,0,0,0,0,D,90
4980,FC,F1,FC,6B,F8,90,FB,67,FD,34,1,19,0,0,0,0,0,0,D,D0
4981,FD,34,FC,55,F8,99,FC,37,FE,8C,1,9D,0,0,0,0,0,0,D,D0
4982,FC,9D,FC,D3,F9,1C,FC,D9,FE,FC,1,2B,0,0,0,0,0,0,E,10
4983,FC,32,FD,AA,F9,2D,FD,1C,FE,B9,0,67,0,0,0,0,0,0,E,0
4984,FB,EB,FE,44,F9,7D,FC,74,FE,66,0,E0,0,0,0,0,0,0,D,C0
4985,FC,16,FE,3C,F9,5E,FC,12,FD,D7,2,11,0,0,0,0,0,0,E,10
4986,FC,3A,FD,D0,F9,11,FC,15,FD,77,2,7F,0,0,0,0,0,0,D,E0
4987,FB,FB,FD,A2,F8,E4,FC,8C,FD,7D,2,C,0,0,0,0,0,0,E,0
4988,FB,C9,FD,DC,F8,E4,FD,44,FD,87,1,BF,0,0,0,0,0,0,D,D0
4989,FB,D5,FD,F9,F9,1D,FD,49,FD,13,1,74,0,0,0,0,0,0,D,D0
4990,FB,94,FE,9C,F9,3B,FD,EA,FB,E5,1,3F,0,0,0,0,0,0,E,10
4991,FB,7B,FE,77,F8,A0,FE,44,FC,DE,1,8E,0,0,0,0,0,0,E,0
4992,FB,C1,FE,2A,F8,BB,FE,CB,FE,E,1,83,0,0,0,0,0,0,E,50
4993,FB,BC,FE,71,F8,F8,FF,19,FE,98,1,57,0,0,0,0,0,0,E,50
4994,FB,8D,FF,8,F9,66,FF,1D,FE,6F,1,27,0,0,0,0,0,0,D,C0
4995,FB,74,FF,16,F9,52,FE,DC,FE,AB,0,D9,0,0,0,0,0,0,D,D0
4996,FB,99,FF,1,F9,1E,FE,E7,FF,3D,0,CB,0,0,0,0,0,0,E,10
4997,FB,D0,FE,C2,F8,DC,FF,20,FF,CD,0,95,0,0,0,0,0,0,D,E0
4998,FB,E0,FE,87,F8,C3,FF,E,0,44,0,56,0,0,0,0,0,0,E,10
4999,FB,B5,FE,E2,F9,4,FF,83,0,74,0,4C,0,0,0,0,0,0,D,A0
5000,FB,CE,FF,C,F8,F8,FF,9D,0,99,0,65,0,0,0,0,0,0,D,E0
5001,FB,A0,FF,1F,F9,A,FF,A7,1,23,0,B3,0,0,0,0,0,0,D,D0
5002,FB,AF,FF,29,F9,13,FF,D1,1,7C,0,FB,0,0,0,0,0,0,D,C0
5003,FB,BB,FF,6,F8,DC,0,A,1,C6,0,FE,0,0,0,0,0,0,E,10
5004,FB,AC,FF,13,F8,E0,0,A3,1,EC,1,6,0,0,0,0,0,0,E,0
5005,FB,BD,FE,CF,F8,C5,1,C,1,98,1,39,0,0,0,0,0,0,E,10
5006,FC,22,FF,5,F8,CC,1,0,1,AE,1,3B,0,0,0,0,0,0,E,0
5007,FC,28,FE,96,F8,83,1,2A,2,31,1,24,0,0,0,0,0,0,D,D0
5008,FC,25,FE,98,F8,79,1,C9,3,17,0,80,0,0,0,0,0,0,D,E0
5009,FB,FB,FE,D8,F8,84,2,C6,3,F0,0,1B,0,0,0,0,0,0,E,10
5010,FB,D8,FE,F3,F8,8C,3,23,4,53,0,76,0,0,0,0,0,0,E,0
5011,FC,1B,FE,92,F8,A2,3,37,4,3B,1,8,0,0,0,0,0,0,E,0
5012,FC,66,FE,4B,F8,AB,3,61,4,1,1,75,0,0,0,0,0,0,D,A0
5013,FC,A8,FE,12,F8,CF,3,A5,3,8C,1,93,0,0,0,0,0,0,E,0
5014,FC,CD,FE,20,F8,E2,3,5E,3,1D,1,6B,0,0,0,0,0,0,E,40
5015,FC,FB,FE,1B,F9,C,3,70,2,D4,1,50,0,0,0,0,0,0,D,D0
5016,FD,1,FE,4,F8,CE,3,C2,3,9,0,91,0,0,0,0,0,0,E,0
5017,FC,F0,FE,3E,F8,FB,3,C3,3,44,0,17,0,0,0,0,0,0,D,A0
5018,FD,0,FE,E,F9,48,3,7A,2,9F,FF,BE,0,0,0,0,0,0,E,0
5019,FD,27,FD,CF,F9,2C,3,72,1,C5,FF,F4,0,0,0,0,0,0,D,E0
5020,FD,81,FD,6,F8,9D,3,C8,1,64,FF,F5,0,0,0,0,0,0,D,D0
5021,FD,9C,FD,38,F8,9C,4,F4,1,DF,FF,F3,0,0,0,0,0,0,E,10
5022,FD,6D,FE,D,F8,9A,5,76,2,70,0,BF,0,0,0,0,0,0,E,0
5023,FD,28,FE,21,F8,E4,4,3C,3,88,2,20,0,0,0,0,0,0,E,10
5024,FD,29,FD,61,F8,E6,2,A0,3,CB,2,ED,0,0,0,0,0,0,E,10
5025,FD,7C,FC,A9,F9,33,2,21,2,89,2,AE,0,0,0,0,0,0,D,90
5026,FE,14,FC,A7,F8,E2,2,44,1,E0,2,53,0,0,0,0,0,0,E,10
5027,FE,40,FC,B0,F8,7B,2,A6,2,9D,2,9F,0,0,0,0,0,0,E,10
5028,FD,E6,FC,99,F8,5C,3,58,3,4F,2,B,0,0,0,0,0,0,E,10
5029,FD,82,FC,CB,F8,74,2,DF,3,80,1,87,0,0,0,0,0,0,E,0
5030,FD,BB,FC,F5,F8,DF,1,4E,3,8A,1,74,0,0,0,0,0,0,D,C0
5031,FE,52,FC,E4,F8,EB,0,A4,3,D0,1,DB,0,0,0,0,0,0,E,0
5032,FE,8A,FC,AC,F8,A4,0,3C,4,6E,2,91,0,0,0,0,0,0,D,D0
5033,FE,0,FC,52,F8,42,0,8C,4,77,2,32,0,0,0,0,0,0,E,0
5034,FE,7B,FC,57,F8,4B,0,57,4,9D,1,E4,0,0,0,0,0,0,E,0
5035,FE,9E,FC,B8,F8,87,FF,C3,4,BB,2,61,0,0,0,0,0,0,D,C0
5036,FF,1E,FD,42,F8,67,FF,15,5,42,3,B3,0,0,0,0,0,0,E,50
5037,FE,95,FC,A4,F8,9D,FE,9A,5,54,3,D3,0,0,0,0,0,0,E,10
5038,FE,8C,FC,7A,F8,C7,FE,A9,4,CC,3,54,0,0,0,0,0,0,D,A0
5039,FF,14,FC,B1,F8,F2,FE,EB,4,12,3,2,0,0,0,0,0,0,D,E0
5040,FF,44,FD,20,F9,9,FE,75,3,A2,3,1A,0,0,0,0,0,0,E,20
5041,FF,71,FD,24,F9,2D,FE,11,3,37,2,EF,0,0,0,0,0,0,E,20
5042,FF,66,FD,37,F9,15,FD,CC,2,E3,2,83,0,0,0,0,0,0,E,0
5043,FF,39,FD,88,F8,7C,FD,BE,2,E3,2,56,0,0,0,0,0,0,D,A0
5044,FF,A5,FD,88,F8,79,FD,8,2,DD,2,E4,0,0,0,0,0,0,E,10
5045,FF,9F,FD,66,F8,8C,FC,3A,2,31,3,36,0,0,0,0,0,0,E,40
5046,FF,A8,FD,72,F8,B1,FC,18,1,7F,2,C7,0,0,0,0,0,0,E,10
5047,FF,DE,FD,DC,F8,98,FB,BF,1,7D,2,91,0,0,0,0,0,0,D,E0
5048,FF,76,FE,63,F8,E,FB,C4,1,39,2,3E,0,0,0,0,0,0,D,C0
5049,FF,47,FD,DF,F7,DC,FB,89,0,E7,1,FC,0,0,0,0,0,0,E,10
5050,0,2,FD,A9,F8,F,FB,B3,0,E8,2,5C,0,0,0,0,0,0,E,0
5051,FF,F4,FE,0,F8,6C,FC,12,0,94,2,19,0,0,0,0,0,0,D,E0
5052,FF,CC,FE,7E,F8,22,FC,12,0,66,1,E6,0,0,0,0,0,0,D,C0
5053,FF,CF,FE,8C,F7,BA,FB,7F,0,50,2,4D,0,0,0,0,0,0,D,70
5054,FF,F6,FE,84,F8,30,FB,2C,0,90,2,50,0,0,0,0,0,0,E,0
5055,0,2F,FE,88,F8,85,FB,F9,0,61,2,13,0,0,0,0,0,0,E,10
5056,0,2,FE,BC,F8,20,FC,BC,0,21,1,9A,0,0,0,0,0,0,E,10
5057,FF,FA,FF,2,F8,0,FD,1A,0,1A,1,40,0,0,0,0,0,0,D,E0
5058,0,0,FF,3F,F8,C,FD,58,0,11,0,D2,0,0,0,0,0,0,E,10
5059,FF,D4,FF,85,F8,26,FD,48,FF,FE,0,A9,0,0,0,0,0,0,E,10
5060,FF,E2,FF,A9,F8,7,FD,33,FF,C9,0,B6,0,0,0,0,0,0,E,40
5061,FF,BC,FF,7F,F7,E1,FD,57,FF,86,0,B0,0,0,0,0,0,0,D,90
5062,FF,BA,FF,53,F7,9C,FE,B,FF,6C,0,45,0,0,0,0,0,0,E,10
5063,FF,E0,FF,6C,F7,AD,FE,F7,FF,92,FF,B3,0,0,0,0,0,0,E,20
5064,FF,D7,FF,CF,F7,BC,FF,89,FF,B2,FF,45,0,0,0,0,0,0,E,10
5065,FF,A5,FF,D2,F7,B2,FF,7C,FF,B3,FF,28,0,0,0,0,0,0,E,10
5066,FF,AD,FF,F0,F7,83,FF,4B,FF,C7,FF,47,0,0,0,0,0,0,D,D0
5067,FF,90,FF,C2,F7,80,FF,73,FF,F0,FF,6,0,0,0,0,0,0,D,E0
5068,FF,93,FF,92,F7,C7,FF,E9,FF,F4,FE,A7,0,0,0,0,0,0,D,D0
5069,FF,BD,FF,B2,F8,6,0,77,FF,C8,FE,6E,0,0,0,0,0,0,E,10
5070,FF,6A,0,B,F7,EE,0,70,FF,84,FE,61,0,0,0,0,0,0,D,D0
5071,FF,51,0,A,F7,C0,FF,AE,FF,3A,FE,6B,0,0,0,0,0,0,D,A0
5072,FF,6E,FF,F1,F7,7B,FE,EE,FF,6D,FE,B1,0,0,0,0,0,0,E,40
5073,FF,56,FF,9F,F7,88,FE,5D,FF,9C,FE,83,0,0,0,0,0,0,D,E0
5074,FF,9E,FF,22,F7,B6,FE,71,FF,B2,FE,11,0,0,0,0,0,0,E,10
5075,FF,B4,FF,32,F7,E1,FE,F0,FF,EA,FD,7E,0,0,0,0,0,0,D,A0
5076,FF,74,FF,B6,F7,BF,FF,29,0,E,FD,2E,0,0,0,0,0,0,E,10
5077,FF,4C,0,2E,F7,B8,FF,45,0,49,FC,C4,0,0,0,0,0,0,D,E0
5078,FF,52,0,E,F7,50,FF,0,0,6B,FC,CB,0,0,0,0,0,0,E,10
5079,FF,67,0,1A,F7,6E,FE,3D,1,12,FC,BA,0,0,0,0,0,0,E,10
5080,FF,B3,0,40,F7,E0,FD,CD,1,99,FC,C1,0,0,0,0,0,0,E,10
5081,FF,EB,0,11,F7,DF,FE,C,1,DD,FC,B3,0,0,0,0,0,0,E,0
5082,FF,C5,0,F,F7,F0,FE,86,1,F9,FC,7B,0,0,0,0,0,0,D,D0
5083,FF,C3,0,85,F8,11,FE,99,2,6,FC,2E,0,0,0,0,0,0,D,E0
5084,0,1,1,D,F8,44,FD,DB,2,13,FC,2C,0,0,0,0,0,0,D,90
5085,0,1,1,56,F8,A3,FC,CC,1,BA,FC,98,0,0,0,0,0,0,E,10
5086,FF,DB,1,1B,F8,75,FC,40,1,8F,FC,C6,0,0,0,0,0,0,D,E0
5087,FF,D9,1,22,F8,76,FC,2D,1,70,FC,C0,0,0,0,0,0,0,E,10
5088,FF,D1,1,32,F8,3F,FC,6A,1,44,FC,98,0,0,0,0,0,0,E,20
5089,FF,EF,1,6D,F8,6D,FC,41,1,50,FC,B3,0,0,0,0,0,0,E,0
5090,0,27,1,A3,F8,CF,FB,DB,0,E3,FC,EE,0,0,0,0,0,0,E,10
5091,0,53,1,C1,F9,D,FB,5A,0,3E,FD,30,0,0,0,0,0,0,E,10
5092,0,7C,2,3,F8,D3,FA,E2,0,16,FD,8D,0,0,0,0,0,0,E,0
5093,0,4F,2,17,F8,9F,FA,E9,FF,D5,FD,A8,0,0,0,0,0,0,E,10
5094,FF,D9,2,6A,F8,57,FB,43,FF,D1,FD,95,0,0,0,0,0,0,E,10
5095,0,58,2,D6,F8,29,FB,4A,0,A,FD,D9,0,0,0,0,0,0,D,C0
5096,0,B,2,E4,F8,34,FB,23,0,21,FE,9,0,0,0,0,0,0,D,E0
5097,0,27,2,C8,F8,52,FB,74,0,2A,FD,F3,0,0,0,0,0,0,D,C0
5098,0,25,2,A3,F8,45,FC,5E,0,36,FD,D1,0,0,0,0,0,0,E,0
5099,0,38,2,AC,F8,2F,FD,5B,0,7E,FD,9E,0,0,0,0,0,0,E,10
5100,0,39,3,D,F8,61,FE,9,0,CE,FD,65,0,0,0,0,0,0,E,0
5101,FF,E5,3,73,F8,A1,FE,60,1,6,FD,14,0,0,0,0,0,0,E,10
5102,0,2C,3,7,F8,A0,FF,38,0,DE,FC,AB,0,0,0,0,0,0,D,A0
5103,FF,CE,3,47,F8,41,0,17,0,ED,FC,A4,0,0,0,0,0,0,D,D0
5104,FF,DB,2,A5,F8,30,1,A1,1,38,FC,1B,0,0,0,0,0,0,E,0
5105,FF,F0,2,B0,F7,F5,2,CC,1,B7,FC,0,0,0,0,0,0,0,D,D0
5106,FF,9E,2,FA,F8,32,3,B2,1,DF,FC,73,0,0,0,0,0,0,E,10
5107,FF,D5,3,30,F8,63,4,15,1,C4,FD,8,0,0,0,0,0,0,E,10
5108,FF,F0,3,5C,F8,4B,4,3E,1,EE,FD,77,0,0,0,0,0,0,E,10
5109,FF,D5,3,4B,F8,15,4,5C,2,0,FD,A5,0,0,0,0,0,0,E,0
5110,FF,EE,2,F6,F8,1E,4,46,2,17,FE,C,0,0,0,0,0,0,D,D0
5111,0,32,2,75,F8,4A,4,45,2,25,FE,5F,0,0,0,0,0,0,E,40
5112,0,5D,2,6E,F8,2F,5,1F,2,26,FE,B6,0,0,0,0,0,0,E,0
5113,FF,DC,2,43,F7,F1,5,2F,2,E,FF,27,0,0,0,0,0,0,D,C0
5114,0,10,1,FA,F7,D4,4,F6,2,15,FF,7A,0,0,0,0,0,0,D,E0
5115,0,2D,1,55,F7,B9,5,64,2,11,FF,CE,0,0,0,0,0,0,E,0
5116,0,58,0,C3,F7,CA,6,E,2,19,FF,EC,0,0,0,0,0,0,E,20
5117,0,DF,0,EF,F8,11,7,0,1,D5,FF,C4,0,0,0,0,0,0,E,0
5118,0,C2,0,D6,F7,C5,7,94,1,F1,FF,DC,0,0,0,0,0,0,E,10
5119,0,66,0,8E,F7,AC,8,16,1,F8,FF,EE,0,0,0,0,0,0,E,10
5120,0,86,0,22,F7,AB,8,15,2,8,0,24,0,0,0,0,0,0,D,E0
5121,0,A3,FF,F0,F7,EC,8,48,2,E,0,5C,0,0,0,0,0,0,E,10
5122,1,42,FF,AC,F8,62,7,EA,1,D7,0,C1,0,0,0,0,0,0,D,D0
5123,1,63,FF,BB,F8,CC,7,CC,1,AC,1,16,0,0,0,0,0,0,E,0
5124,1,33,FF,8B,F8,2B,8,24,1,C,1,F9,0,0,0,0,0,0,D,E0
5125,0,70,FE,F8,F7,B2,8,E,0,C0,2,72,0,0,0,0,0,0,E,10
5126,0,24,FE,23,F8,C,7,91,0,A5,2,60,0,0,0,0,0,0,E,40
5127,1,3A,FD,6F,F8,5F,6,B6,0,AD,1,F8,0,0,0,0,0,0,D,E0
5128,1,9C,FD,7B,F8,A0,6,A7,0,DE,2,B,0,0,0,0,0,0,D,C0
5129,1,2E,FD,E9,F8,41,6,D8,1,45,2,4D,0,0,0,0,0,0,E,0
5130,0,CD,FC,D6,F8,29,6,77,1,BE,2,88,0,0,0,0,0,0,D,E0
5131,0,FB,FC,41,F8,7A,6,72,2,11,1,F8,0,0,0,0,0,0,E,10
5132,1,F,FC,6D,F8,EC,6,7E,2,2C,1,9F,0,0,0,0,0,0,E,0
5133,1,E,FC,48,F9,9,6,2C,2,35,1,85,0,0,0,0,0,0,D,D0
5134,1,4C,FB,CF,F9,23,5,E9,2,3F,1,77,0,0,0,0,0,0,E,50
5135,1,7E,FB,5C,F9,7F,5,FA,2,40,1,24,0,0,0,0,0,0,E,20
5136,1,75,FC,4,F9,99,6,2A,1,D1,1,84,0,0,0,0,0,0,E,20
5137,1,4A,FB,D7,F9,C7,5,90,1,4C,2,C,0,0,0,0,0,0,E,20
5138,1,51,FA,F3,F9,C6,5,A7,1,20,1,F3,0,0,0,0,0,0,E,20
5139,1,68,FA,83,F9,A2,6,8F,0,D2,1,48,0,0,0,0,0,0,E,10
5140,1,7D,FA,B9,F9,9D,6,D5,1,11,1,D,0,0,0,0,0,0,D,D0
5141,1,65,FB,41,F9,EF,7,2,1,73,1,68,0,0,0,0,0,0,D,D0
5142,1,29,FB,AE,FA,A0,6,3A,1,A9,2,82,0,0,0,0,0,0,E,10
5143,1,42,FA,2D,FA,B5,4,9A,1,81,2,FF,0,0,0,0,0,0,D,C0
5144,1,6D,F9,9A,FA,9B,4,64,1,A8,2,8C,0,0,0,0,0,0,E,50
5145,1,3D,F9,CE,FA,CB,4,82,1,CD,2,1E,0,0,0,0,0,0,E,0
5146,1,38,F9,B3,FB,1B,4,6C,1,A7,1,E6,0,0,0,0,0,0,E,10
5147,1,6E,FA,2E,FB,15,4,5,1,AD,2,1B,0,0,0,0,0,0,E,0
5148,1,15,F9,5B,FB,1E,3,41,1,AD,2,1A,0,0,0,0,0,0,E,0
5149,0,FB,F8,93,FA,E9,4,D,1,A3,1,63,0,0,0,0,0,0,E,0
5150,1,2D,F9,2,FB,8C,4,4F,1,66,1,18,0,0,0,0,0,0,E,10
5151,1,8C,F9,8D,FB,F1,3,8D,1,10,1,4C,0,0,0,0,0,0,D,D0
5152,1,41,F9,4A,FC,25,3,3C,0,D4,1,47,0,0,0,0,0,0,E,20
5153,1,1A,F8,D9,FC,19,2,C6,0,BC,1,2C,0,0,0,0,0,0,E,70
5154,1,71,F7,FE,FC,3,3,1C,0,7C,0,63,0,0,0,0,0,0,D,A0
5155,1,38,F8,76,FC,50,3,F4,0,44,FF,CD,0,0,0,0,0,0,E,10
5156,0,DD,F9,62,FC,18,3,D7,0,16,FF,B9,0,0,0,0,0,0,E,0
5157,1,37,F8,F7,FC,76,3,B4,FF,FD,FF,8B,0,0,0,0,0,0,D,D0
5158,1,60,F8,35,FC,3E,4,1C,0,2A,FF,71,0,0,0,0,0,0,D,E0
5159,1,43,F7,8B,FC,47,5,13,0,3B,FE,B8,0,0,0,0,0,0,D,A0
5160,1,2C,F7,E5,FC,9F,6,F,FF,EB,FE,32,0,0,0,0,0,0,D,C0
5161,1,89,F9,2B,FD,5F,5,CD,FF,8F,FE,91,0,0,0,0,0,0,E,40
5162,1,3F,F9,42,FD,C0,4,CE,FF,F,FF,5,0,0,0,0,0,0,D,E0
5163,1,8A,F8,43,FD,B5,4,62,FE,E7,FF,34,0,0,0,0,0,0,E,40
5164,2,0,F8,33,FD,ED,4,59,FF,8,FF,8C,0,0,0,0,0,0,D,D0
5165,1,B4,F8,A4,FE,2C,3,E4,FF,3,FF,DA,0,0,0,0,0,0,E,0
5166,1,70,F8,94,FE,54,3,65,FE,A4,FF,9F,0,0,0,0,0,0,E,0
5167,1,4E,F8,24,FD,E0,3,83,FE,DE,FF,83,0,0,0,0,0,0,E,0
5168,1,9B,F7,CA,FE,32,3,94,FF,53,FE,F2,0,0,0,0,0,0,E,10
5169,1,42,F7,C2,FE,29,3,84,FF,66,FE,E0,0,0,0,0,0,0,D,D0
5170,1,45,F7,D5,FE,54,3,86,FF,A1,FE,D3,0,0,0,0,0,0,E,0
5171,1,7D,F8,6,FE,E5,3,6D,FF,AB,FE,A3,0,0,0,0,0,0,E,10
5172,1,7A,F7,FF,FE,9B,3,92,FF,8F,FE,6B,0,0,0,0,0,0,E,0
5173,1,19,F7,E2,FE,71,3,83,FF,42,FF,F,0,0,0,0,0,0,E,20
5174,1,93,F7,FB,FF,33,3,52,FE,69,FF,BB,0,0,0,0,0,0,E,10
5175,1,FC,F7,F2,FF,67,3,3,FE,8F,FF,78,0,0,0,0,0,0,E,0
5176,1,CE,F7,57,FF,B,3,9E,FE,A4,FE,CA,0,0,0,0,0,0,E,10
5177,1,36,F7,2B,FE,EE,4,34,FD,ED,FE,A0,0,0,0,0,0,0,D,C0
